text,type,cx,cy,x1,y1,x2,y2,width,height
ALG-011300C,ALG_BLOCK,1029.9,2580.3,950.0,2566.4,1109.8,2594.3,159.8,27.9
ALG-0113020,ALG_BLOCK,2047.8,2580.3,1970.0,2566.4,2125.6,2594.3,155.6,27.9
ALG-0113034,ALG_BLOCK,3407.8,2580.3,3330.0,2566.4,3485.6,2594.3,155.6,27.9
ALG-0113049,ALG_BLOCK,4747.8,2580.3,4670.0,2566.4,4825.6,2594.3,155.6,27.9
DESC: No,OTHER,192.4,2603.5,129.0,2588.1,255.7,2618.8,126.7,30.7
DESC: No,OTHER,1252.4,2603.5,1189.0,2588.1,1315.7,2618.8,126.7,30.7
DESC: No,OTHER,2272.4,2603.5,2209.0,2588.1,2335.7,2618.8,126.7,30.7
DESC: No,OTHER,3972.4,2603.5,3909.0,2588.1,4035.7,2618.8,126.7,30.7
D03-024-01,REF_SIGNAL,639.0,2628.3,573.0,2614.4,705.0,2642.3,132.0,27.9
D03-030-01,REF_SIGNAL,1699.0,2628.3,1633.0,2614.4,1765.0,2642.3,132.0,27.9
D03-036-01,REF_SIGNAL,2719.0,2628.3,2653.0,2614.4,2785.0,2642.3,132.0,27.9
D03-042-01,REF_SIGNAL,4419.0,2628.3,4353.0,2614.4,4485.0,2642.3,132.0,27.9
Description Defined,OTHER,248.9,2639.5,129.0,2624.1,368.9,2654.8,239.9,30.7
Description Defined,OTHER,1308.9,2639.5,1189.0,2624.1,1428.9,2654.8,239.9,30.7
Description Defined,OTHER,2328.9,2639.5,2209.0,2624.1,2448.9,2654.8,239.9,30.7
Description Defined,OTHER,4028.9,2639.5,3909.0,2624.1,4148.9,2654.8,239.9,30.7
3/024,SHEET_REF,564.4,2672.5,530.0,2657.1,598.8,2687.8,68.8,30.7
3/030,SHEET_REF,1624.4,2672.5,1590.0,2657.1,1658.8,2687.8,68.8,30.7
3/036,SHEET_REF,2644.4,2672.5,2610.0,2657.1,2678.8,2687.8,68.8,30.7
3/042,SHEET_REF,4344.4,2672.5,4310.0,2657.1,4378.8,2687.8,68.8,30.7
(D03-024-01),OTHER,210.8,2675.5,129.0,2660.1,292.5,2690.8,163.5,30.7
(D03-030-01),OTHER,1270.8,2675.5,1189.0,2660.1,1352.5,2690.8,163.5,30.7
(D03-036-01),OTHER,2290.8,2675.5,2209.0,2660.1,2372.5,2690.8,163.5,30.7
(D03-042-01),OTHER,3990.8,2675.5,3909.0,2660.1,4072.5,2690.8,163.5,30.7
FLAG,PORT,881.5,2689.2,861.8,2669.4,901.3,2708.9,39.5,39.5
FLAG,PORT,1901.5,2689.2,1881.8,2669.4,1921.3,2708.9,39.5,39.5
FLAG,PORT,3261.5,2689.2,3241.8,2669.4,3281.3,2708.9,39.5,39.5
FLAG,PORT,4601.5,2689.2,4581.8,2669.4,4621.3,2708.9,39.5,39.5
NO,PORT,930.8,2692.8,922.4,2681.5,939.2,2704.0,16.7,22.5
NO,PORT,1950.8,2692.8,1942.4,2681.5,1959.2,2704.0,16.7,22.5
NO,PORT,3310.8,2692.8,3302.4,2681.5,3319.2,2704.0,16.7,22.5
NO,PORT,4650.8,2692.8,4642.4,2681.5,4659.2,2704.0,16.7,22.5
A,PORT,499.6,2745.7,483.0,2717.8,516.3,2773.6,33.3,55.8
A,PORT,1539.7,2745.7,1523.0,2717.8,1556.3,2773.6,33.3,55.8
A,PORT,2559.7,2745.7,2543.0,2717.8,2576.3,2773.6,33.3,55.8
A,PORT,4259.6,2745.7,4243.0,2717.8,4276.3,2773.6,33.3,55.8
OUT,PORT,559.8,2750.8,544.0,2742.4,575.6,2759.2,31.6,16.7
YES,PORT,869.0,2750.8,854.0,2742.4,884.0,2759.2,30.0,16.7
OUT,PORT,1599.8,2750.8,1584.0,2742.4,1615.6,2759.2,31.6,16.7
YES,PORT,1889.0,2750.8,1874.0,2742.4,1904.0,2759.2,30.0,16.7
OUT,PORT,2619.8,2750.8,2604.0,2742.4,2635.6,2759.2,31.6,16.7
YES,PORT,3249.0,2750.8,3234.0,2742.4,3264.0,2759.2,30.0,16.7
OUT,PORT,4319.8,2750.8,4304.0,2742.4,4335.6,2759.2,31.6,16.7
YES,PORT,4589.0,2750.8,4574.0,2742.4,4604.0,2759.2,30.0,16.7
T,BLOCK_TYPE,940.4,2754.0,929.0,2733.1,951.9,2774.9,22.9,41.9
T,BLOCK_TYPE,1960.4,2754.0,1949.0,2733.1,1971.9,2774.9,22.9,41.9
T,BLOCK_TYPE,3320.4,2754.0,3309.0,2733.1,3331.9,2774.9,22.9,41.9
T,BLOCK_TYPE,4660.4,2754.0,4649.0,2733.1,4671.9,2774.9,22.9,41.9
"Algorithm point			OCB0088012

Analog Value of Output			0",OTHER,505.0,2755.0,496.0,2746.0,514.0,2764.0,18.0,18.0
"Algorithm point			OCB008800F

Enable Transfer Slew Rate		OFF
No->Yes Track Ramp Rate (per sec)	2.5
Yes->No Track Ramp Rate (per sec)	2.5
Output Tracking Option			ON
Input YES Gain				1
Input YES Bias				0
Input NO Gain				1
Input NO Bias				0
Output Top of Scale			100
Output Bottom of Scale			0",OTHER,945.0,2755.0,936.0,2746.0,954.0,2764.0,18.0,18.0
"Algorithm point			OCB0088023

Analog Value of Output			0",OTHER,1545.0,2755.0,1536.0,2746.0,1554.0,2764.0,18.0,18.0
"Algorithm point			OCB0088021

Enable Transfer Slew Rate		OFF
No->Yes Track Ramp Rate (per sec)	2.5
Yes->No Track Ramp Rate (per sec)	2.5
Output Tracking Option			ON
Input YES Gain				1
Input YES Bias				0
Input NO Gain				1
Input NO Bias				0
Output Top of Scale			100
Output Bottom of Scale			0",OTHER,1965.0,2755.0,1956.0,2746.0,1974.0,2764.0,18.0,18.0
"Algorithm point			OCB0088036

Analog Value of Output			0",OTHER,2565.0,2755.0,2556.0,2746.0,2574.0,2764.0,18.0,18.0
"Algorithm point			OCB0088035

Enable Transfer Slew Rate		OFF
No->Yes Track Ramp Rate (per sec)	2.5
Yes->No Track Ramp Rate (per sec)	2.5
Output Tracking Option			ON
Input YES Gain				1
Input YES Bias				0
Input NO Gain				1
Input NO Bias				0
Output Top of Scale			100
Output Bottom of Scale			0",OTHER,3325.0,2755.0,3316.0,2746.0,3334.0,2764.0,18.0,18.0
"Algorithm point			OCB008804C

Analog Value of Output			0",OTHER,4265.0,2755.0,4256.0,2746.0,4274.0,2764.0,18.0,18.0
"Algorithm point			OCB008804A

Enable Transfer Slew Rate		OFF
No->Yes Track Ramp Rate (per sec)	2.5
Yes->No Track Ramp Rate (per sec)	2.5
Output Tracking Option			ON
Input YES Gain				1
Input YES Bias				0
Input NO Gain				1
Input NO Bias				0
Output Top of Scale			100
Output Bottom of Scale			0",OTHER,4665.0,2755.0,4656.0,2746.0,4674.0,2764.0,18.0,18.0
OCB0088012,OCB_BLOCK,625.7,2790.3,550.0,2776.4,701.4,2804.3,151.4,27.9
OCB0088023,OCB_BLOCK,1665.7,2790.3,1590.0,2776.4,1741.4,2804.3,151.4,27.9
OCB0088036,OCB_BLOCK,2685.7,2790.3,2610.0,2776.4,2761.4,2804.3,151.4,27.9
OCB008804C,OCB_BLOCK,4387.8,2790.3,4310.0,2776.4,4465.6,2804.3,155.6,27.9
OCB008800F,OCB_BLOCK,1026.4,2818.3,950.0,2804.4,1102.8,2832.3,152.8,27.9
OCB0088021,OCB_BLOCK,2045.7,2818.3,1970.0,2804.4,2121.4,2832.3,151.4,27.9
OCB0088035,OCB_BLOCK,3405.7,2818.3,3330.0,2804.4,3481.4,2832.3,151.4,27.9
OCB008804A,OCB_BLOCK,4747.1,2818.3,4670.0,2804.4,4824.2,2832.3,154.2,27.9
OUT,PORT,930.8,2824.2,922.4,2808.4,939.2,2840.0,16.7,31.6
OUT,PORT,1950.8,2824.2,1942.4,2808.4,1959.2,2840.0,16.7,31.6
OUT,PORT,3310.8,2824.2,3302.4,2808.4,3319.2,2840.0,16.7,31.6
OUT,PORT,4650.8,2824.2,4642.4,2808.4,4659.2,2840.0,16.7,31.6
IN1,SIGNAL,930.8,2932.3,922.4,2920.7,939.2,2944.0,16.7,23.3
IN1,SIGNAL,1950.8,2932.3,1942.4,2920.7,1959.2,2944.0,16.7,23.3
IN1,SIGNAL,3310.8,2932.3,3302.4,2920.7,3319.2,2944.0,16.7,23.3
IN1,SIGNAL,4650.8,2932.3,4642.4,2920.7,4659.2,2944.0,16.7,23.3
OCB0088013,OCB_BLOCK,1025.7,2940.3,950.0,2926.4,1101.4,2954.3,151.4,27.9
OCB0088022,OCB_BLOCK,2045.7,2940.3,1970.0,2926.4,2121.4,2954.3,151.4,27.9
OCB0088038,OCB_BLOCK,3405.7,2940.3,3330.0,2926.4,3481.4,2954.3,151.4,27.9
OCB008804D,OCB_BLOCK,4747.8,2940.3,4670.0,2926.4,4825.6,2954.3,155.6,27.9
Algorithm point			OCB0088013,OTHER,945.0,2980.0,936.0,2971.0,954.0,2989.0,18.0,18.0
Algorithm point			OCB0088022,OTHER,1965.0,2980.0,1956.0,2971.0,1974.0,2989.0,18.0,18.0
Algorithm point			OCB0088038,OTHER,3325.0,2980.0,3316.0,2971.0,3334.0,2989.0,18.0,18.0
Algorithm point			OCB008804D,OTHER,4665.0,2980.0,4656.0,2971.0,4674.0,2989.0,18.0,18.0
SIC2681B,SIGNAL,1936.9,3031.3,1880.0,3017.4,1993.9,3045.3,113.9,27.9
SIC2681A,SIGNAL,916.9,3051.3,860.0,3037.4,973.9,3065.3,113.9,27.9
SIC2681C,SIGNAL,3297.6,3051.3,3240.0,3037.4,3355.3,3065.3,115.3,27.9
SIC2681D,SIGNAL,4655.6,3051.3,4598.0,3037.4,4713.3,3065.3,115.3,27.9
Rev.,OTHER,5184.1,3096.2,5152.0,3078.7,5216.2,3113.6,64.2,34.9
EMERSON PROCESS MANAGEMENT,OTHER,2963.6,3103.2,2434.0,3069.7,3493.1,3136.7,1059.1,67.0
Project Title <Edit in FRAME.SVG>,OTHER,4149.2,3124.3,3660.0,3089.4,4638.3,3159.2,978.3,69.8
A,PORT,5270.0,3134.4,5255.0,3109.3,5285.0,3159.5,30.0,50.2
THIS DOCUMENT CONTAINS INFORMATION PROPRIETARY TO EMERSON PROCESS,OTHER,2918.6,3152.5,2360.0,3137.1,3477.2,3167.8,1117.2,30.7
Date,OTHER,5185.0,3176.2,5152.0,3158.7,5218.0,3193.6,66.0,34.9
"MANAGEMENT POWER & WATER SOLUTIONS, INC. IT IS SUBMITTED IN CONFIDENCE AND",OTHER,2959.8,3188.5,2360.0,3173.1,3559.5,3203.8,1199.5,30.7
CIRCURATION LINE(1),OTHER,3979.8,3203.2,3660.0,3169.7,4299.5,3236.7,639.5,67.0
01/27/2014,OTHER,5265.5,3221.3,5203.0,3207.4,5328.0,3235.3,125.0,27.9
"TRUST, IS TO BE USED BY YOU SOLELY FOR THE PURPOSES FOR WHICH IT IS",OTHER,2886.5,3224.5,2360.0,3209.1,3413.0,3239.8,1053.0,30.7
Drawing Number,OTHER,4656.2,3253.2,4539.0,3235.7,4773.4,3270.6,234.4,34.9
Drop,OTHER,4889.9,3253.2,4856.0,3235.7,4923.7,3270.6,67.7,34.9
Task,OTHER,5075.8,3253.2,5042.0,3235.7,5109.7,3270.6,67.7,34.9
Sheet,OTHER,5264.8,3253.2,5224.0,3235.7,5305.6,3270.6,81.6,34.9
FURNISHED AND IS TO BE RETURNED UPON REQUEST. THIS DOCUMENT AND ANY,OTHER,2915.6,3260.5,2360.0,3245.1,3471.2,3275.8,1111.2,30.7
"OTHER INFORMATION PROVIDED TO YOU IS NOT TO BE REPRODUCED, TRANSMITTED,",OTHER,2945.3,3296.5,2360.0,3281.1,3530.6,3311.8,1170.6,30.7
3,OTHER,4900.7,3323.2,4884.0,3289.7,4917.4,3356.7,33.4,67.0
CTL,OTHER,4678.5,3326.2,4649.0,3308.7,4708.0,3343.6,59.0,34.9
3,OTHER,4723.7,3326.2,4715.0,3308.7,4732.4,3343.6,17.4,34.9
5,OTHER,5067.7,3327.2,5051.0,3293.7,5084.4,3360.7,33.4,67.0
510,OTHER,5268.0,3327.2,5218.0,3293.7,5318.1,3360.7,100.1,67.0
"DISCLOSED, OR USED OTHERWISE IN WHOLE OR IN PART WITHOUT THE PRIOR",OTHER,2897.2,3332.5,2360.0,3317.1,3434.4,3347.8,1074.4,30.7
WRITTEN AUTHORIZATION OF EMERSON PROCESS MANAGEMENT POWER & WATER,OTHER,2930.0,3368.5,2360.0,3353.1,3500.0,3383.8,1140.0,30.7
"SOLUTIONS,INC.",OTHER,2470.7,3404.5,2360.0,3389.1,2581.3,3419.8,221.3,30.7
Engineer,OTHER,3715.5,3407.2,3653.0,3389.7,3778.0,3424.6,125.0,34.9
Approved,OTHER,4594.9,3408.2,4528.0,3390.7,4661.7,3425.6,133.7,34.9
