text,type,cx,cy,x1,y1,x2,y2,width,height
FLAG,PORT,3281.5,1769.2,3261.8,1749.4,3301.3,1788.9,39.5,39.5
NO,PORT,950.8,1772.8,942.4,1761.5,959.2,1784.0,16.7,22.5
NO,PORT,1970.8,1772.8,1962.4,1761.5,1979.2,1784.0,16.7,22.5
NO,PORT,3330.8,1772.8,3322.4,1761.5,3339.2,1784.0,16.7,22.5
ALG-0113011,ALG_BLOCK,251.8,1775.3,174.0,1761.4,329.6,1789.3,155.6,27.9
ALG-0113033,ALG_BLOCK,2651.8,1775.3,2574.0,1761.4,2729.6,1789.3,155.6,27.9
A,PORT,4220.4,1778.2,4210.0,1760.7,4230.8,1795.6,20.8,34.9
G,PORT,4260.1,1778.2,4248.0,1760.7,4272.3,1795.6,24.3,34.9
-,OTHER,604.6,1782.5,600.0,1767.1,609.2,1797.8,9.2,30.7
-,OTHER,1704.6,1782.5,1700.0,1767.1,1709.2,1797.8,9.2,30.7
-,OTHER,3004.6,1782.5,3000.0,1767.1,3009.2,1797.8,9.2,30.7
YES,PORT,4609.0,1790.8,4594.0,1782.4,4624.0,1799.2,30.0,16.7
T,BLOCK_TYPE,4680.4,1794.0,4669.0,1773.1,4691.9,1814.9,22.9,41.8
"Algorithm point			OCB0088046

Enable Transfer Slew Rate		OFF
No->Yes Track Ramp Rate (per sec)	2.5
Yes->No Track Ramp Rate (per sec)	2.5
Output Tracking Option			ON
Input YES Gain				1
Input YES Bias				0
Input NO Gain				1
Input NO Bias				0
Output Top of Scale			1200
Output Bottom of Scale			0",OTHER,4685.0,1795.0,4676.0,1786.0,4694.0,1804.0,18.0,18.0
ALG-011305D,ALG_BLOCK,1413.9,1795.3,1334.0,1781.4,1493.8,1809.3,159.8,27.9
YES,PORT,889.0,1830.8,874.0,1822.4,904.0,1839.2,30.0,16.7
YES,PORT,1909.0,1830.8,1894.0,1822.4,1924.0,1839.2,30.0,16.7
YES,PORT,3269.0,1830.8,3254.0,1822.4,3284.0,1839.2,30.0,16.7
T,BLOCK_TYPE,960.4,1834.0,949.0,1813.1,971.9,1854.9,22.9,41.8
T,BLOCK_TYPE,1980.4,1834.0,1969.0,1813.1,1991.9,1854.9,22.9,41.8
T,BLOCK_TYPE,3340.4,1834.0,3329.0,1813.1,3351.9,1854.9,22.9,41.8
"Algorithm point			OCB0088002

Enable Transfer Slew Rate		OFF
No->Yes Track Ramp Rate (per sec)	2.5
Yes->No Track Ramp Rate (per sec)	2.5
Output Tracking Option			ON
Input YES Gain				1
Input YES Bias				0
Input NO Gain				1
Input NO Bias				0
Output Top of Scale			1200
Output Bottom of Scale			0",OTHER,965.0,1835.0,956.0,1826.0,974.0,1844.0,18.0,18.0
"Algorithm point			OCB008805E

Enable Transfer Slew Rate		OFF
No->Yes Track Ramp Rate (per sec)	2.5
Yes->No Track Ramp Rate (per sec)	2.5
Output Tracking Option			ON
Input YES Gain				1
Input YES Bias				0
Input NO Gain				1
Input NO Bias				0
Output Top of Scale			1200
Output Bottom of Scale			0",OTHER,1985.0,1835.0,1976.0,1826.0,1994.0,1844.0,18.0,18.0
"Algorithm point			OCB008802F

Enable Transfer Slew Rate		OFF
No->Yes Track Ramp Rate (per sec)	2.5
Yes->No Track Ramp Rate (per sec)	2.5
Output Tracking Option			ON
Input YES Gain				1
Input YES Bias				0
Input NO Gain				1
Input NO Bias				0
Output Top of Scale			1200
Output Bottom of Scale			0",OTHER,3345.0,1835.0,3336.0,1826.0,3354.0,1844.0,18.0,18.0
OCB0088046,OCB_BLOCK,4765.7,1858.3,4690.0,1844.4,4841.4,1872.3,151.4,27.9
OUT,PORT,4670.8,1864.2,4662.4,1848.4,4679.2,1880.0,16.7,31.6
OCB0088002,OCB_BLOCK,1045.7,1898.3,970.0,1884.4,1121.4,1912.3,151.4,27.9
OCB008805E,OCB_BLOCK,2067.1,1898.3,1990.0,1884.4,2144.2,1912.3,154.2,27.9
OCB008802F,OCB_BLOCK,3426.4,1898.3,3350.0,1884.4,3502.8,1912.3,152.8,27.9
-,OTHER,4264.6,1902.5,4260.0,1887.1,4269.2,1917.8,9.2,30.7
OUT,PORT,950.8,1904.2,942.4,1888.4,959.2,1920.0,16.7,31.6
OUT,PORT,1970.8,1904.2,1962.4,1888.4,1979.2,1920.0,16.7,31.6
OUT,PORT,3330.8,1904.2,3322.4,1888.4,3339.2,1920.0,16.7,31.6
DESC: No,OTHER,1172.4,1923.5,1109.0,1908.1,1235.7,1938.8,126.7,30.7
D03-511-06,REF_SIGNAL,1619.0,1948.3,1553.0,1934.4,1685.0,1962.3,132.0,27.9
Description Defined,OTHER,1228.9,1959.5,1109.0,1944.1,1348.9,1974.8,239.9,30.7
DESC: No,OTHER,2412.4,1963.5,2349.0,1948.1,2475.7,1978.8,126.7,30.7
STPT,PORT,950.8,1984.9,942.4,1965.7,959.2,2004.0,16.7,38.3
STPT,PORT,1970.8,1984.9,1962.4,1965.7,1979.2,2004.0,16.7,38.3
STPT,PORT,3330.8,1984.9,3322.4,1965.7,3339.2,2004.0,16.7,38.3
STPT,PORT,4670.8,1984.9,4662.4,1965.7,4679.2,2004.0,16.7,38.3
D03-511-03,REF_SIGNAL,499.0,1988.3,433.0,1974.4,565.0,2002.3,132.0,27.9
D03-511-09,REF_SIGNAL,2859.0,1988.3,2793.0,1974.4,2925.0,2002.3,132.0,27.9
3/511,SHEET_REF,1544.4,1992.5,1510.0,1977.1,1578.8,2007.8,68.8,30.7
PV,OTHER,910.8,1994.0,902.4,1984.0,919.2,2004.0,16.7,20.0
PV,OTHER,1930.8,1994.0,1922.4,1984.0,1939.2,2004.0,16.7,20.0
PV,OTHER,3290.8,1994.0,3282.4,1984.0,3299.2,2004.0,16.7,20.0
PV,OTHER,4630.8,1994.0,4622.4,1984.0,4639.2,2004.0,16.7,20.0
(D03-511-06),OTHER,1190.8,1995.5,1109.0,1980.1,1272.5,2010.8,163.5,30.7
Description Defined,OTHER,2468.9,1999.5,2349.0,1984.1,2588.9,2014.8,239.9,30.7
DESC: No,OTHER,1172.4,2023.5,1109.0,2008.1,1235.7,2038.8,126.7,30.7
3/511,SHEET_REF,424.4,2032.5,390.0,2017.1,458.8,2047.8,68.8,30.7
3/511,SHEET_REF,2784.4,2032.5,2750.0,2017.1,2818.8,2047.8,68.8,30.7
(D03-511-09),OTHER,2430.8,2035.5,2349.0,2020.1,2512.5,2050.8,163.5,30.7
D03-511-04,REF_SIGNAL,1619.0,2048.3,1553.0,2034.4,1685.0,2062.3,132.0,27.9
Description Defined,OTHER,1228.9,2059.5,1109.0,2044.1,1348.9,2074.8,239.9,30.7
"Algorithm point			OCB008800E

Auto-Scaling Option			NONE
Auto-Scaling Parameters Option		INT
Type of PID controller		NORMAL
Controller Direction		INDIRECT
Cascaded Configuration		NORMAL
Type of Derivative Action		NORMAL
PID Error Deadband				0
PID Outer Error Deadband			0
Deadbands Options			SINGLE
Hard Inhibit Behavior			ENABLE
PID Error Deadband Gain			0
PID Proportional Gain			1
PID Integral Time (Sec)			10
PID Derivative Gain				0
Pid Derivative Rate			0.5
Track Ramp Rate (Units/Sec)		2.5
Process Variable Gain			1
Process Variable Bias			0
Process Variable Top of Scale	100.000000
Process Variable Bottom of Scale	0.000000
Set Point Gain				1
Set Point Bias				0
Set Point Top of Scale		100.000000
Set Point Bottom of Scale		0.000000
Output Top of Scale			100
Output Bottom of Scale			0",OTHER,944.5,2074.5,935.5,2065.5,953.5,2083.5,18.0,18.0
"Algorithm point			OCB008801E

Auto-Scaling Option			NONE
Auto-Scaling Parameters Option		INT
Type of PID controller		NORMAL
Controller Direction		INDIRECT
Cascaded Configuration		NORMAL
Type of Derivative Action		NORMAL
PID Error Deadband				0
PID Outer Error Deadband			0
Deadbands Options			SINGLE
Hard Inhibit Behavior			ENABLE
PID Error Deadband Gain			0
PID Proportional Gain			1
PID Integral Time (Sec)			10
PID Derivative Gain				0
Pid Derivative Rate			0.5
Track Ramp Rate (Units/Sec)		2.5
Process Variable Gain			1
Process Variable Bias			0
Process Variable Top of Scale	100.000000
Process Variable Bottom of Scale	0.000000
Set Point Gain				1
Set Point Bias				0
Set Point Top of Scale		100.000000
Set Point Bottom of Scale		0.000000
Output Top of Scale			100
Output Bottom of Scale			0",OTHER,1964.5,2074.5,1955.5,2065.5,1973.5,2083.5,18.0,18.0
"Algorithm point			OCB0088032

Auto-Scaling Option			NONE
Auto-Scaling Parameters Option		INT
Type of PID controller		NORMAL
Controller Direction		INDIRECT
Cascaded Configuration		NORMAL
Type of Derivative Action		NORMAL
PID Error Deadband				0
PID Outer Error Deadband			0
Deadbands Options			SINGLE
Hard Inhibit Behavior			ENABLE
PID Error Deadband Gain			0
PID Proportional Gain			0.2
PID Integral Time (Sec)			500
PID Derivative Gain			20
Pid Derivative Rate			0.5
Track Ramp Rate (Units/Sec)		2.5
Process Variable Gain		0.083333
Process Variable Bias			0
Process Variable Top of Scale	100.000000
Process Variable Bottom of Scale	0.000000
Set Point Gain			0.0833333
Set Point Bias				0
Set Point Top of Scale		100.000000
Set Point Bottom of Scale		0.000000
Output Top of Scale			100
Output Bottom of Scale			0",OTHER,3324.5,2074.5,3315.5,2065.5,3333.5,2083.5,18.0,18.0
"Algorithm point			OCB0088047

Auto-Scaling Option			NONE
Auto-Scaling Parameters Option		INT
Type of PID controller		NORMAL
Controller Direction		INDIRECT
Cascaded Configuration		NORMAL
Type of Derivative Action		NORMAL
PID Error Deadband				0
PID Outer Error Deadband			0
Deadbands Options			SINGLE
Hard Inhibit Behavior			ENABLE
PID Error Deadband Gain			0
PID Proportional Gain			0.2
PID Integral Time (Sec)			500
PID Derivative Gain			20
Pid Derivative Rate			0.5
Track Ramp Rate (Units/Sec)		2.5
Process Variable Gain		0.083333
Process Variable Bias			0
Process Variable Top of Scale	100.000000
Process Variable Bottom of Scale	0.000000
Set Point Gain			0.083333
Set Point Bias				0
Set Point Top of Scale		100.000000
Set Point Bottom of Scale		0.000000
Output Top of Scale			100
Output Bottom of Scale			0",OTHER,4664.5,2074.5,4655.5,2065.5,4673.5,2083.5,18.0,18.0
3/511,SHEET_REF,1544.4,2092.5,1510.0,2077.1,1578.8,2107.8,68.8,30.7
d,OTHER,971.6,2094.1,966.0,2082.9,977.1,2105.2,11.1,22.3
d,OTHER,1991.6,2094.1,1986.0,2082.9,1997.1,2105.2,11.1,22.3
d,OTHER,3351.6,2094.1,3346.0,2082.9,3357.1,2105.2,11.1,22.3
d,OTHER,4691.6,2094.1,4686.0,2082.9,4697.1,2105.2,11.1,22.3
(D03-511-04),OTHER,1190.8,2095.5,1109.0,2080.1,1272.5,2110.8,163.5,30.7
K,BLOCK_TYPE,906.3,2103.3,898.0,2089.4,914.7,2117.3,16.7,27.9
K,BLOCK_TYPE,1926.3,2103.3,1918.0,2089.4,1934.7,2117.3,16.7,27.9
K,BLOCK_TYPE,3286.3,2103.3,3278.0,2089.4,3294.6,2117.3,16.6,27.9
K,BLOCK_TYPE,4626.3,2103.3,4618.0,2089.4,4634.6,2117.3,16.6,27.9
dt,OTHER,973.3,2119.1,965.0,2107.9,981.7,2130.2,16.7,22.3
dt,OTHER,1993.3,2119.1,1985.0,2107.9,2001.7,2130.2,16.7,22.3
dt,OTHER,3353.3,2119.1,3345.0,2107.9,3361.7,2130.2,16.7,22.3
dt,OTHER,4693.3,2119.1,4685.0,2107.9,4701.7,2130.2,16.7,22.3
DESC: No,OTHER,1172.4,2123.5,1109.0,2108.1,1235.7,2138.8,126.7,30.7
D03-511-05,REF_SIGNAL,1619.0,2148.3,1553.0,2134.4,1685.0,2162.3,132.0,27.9
Description Defined,OTHER,1228.9,2159.5,1109.0,2144.1,1348.9,2174.8,239.9,30.7
DESC: No,OTHER,2412.4,2163.5,2349.0,2148.1,2475.7,2178.8,126.7,30.7
OUT,PORT,930.8,2164.2,922.4,2148.4,939.2,2180.0,16.7,31.6
OUT,PORT,1950.8,2164.2,1942.4,2148.4,1959.2,2180.0,16.7,31.6
OUT,PORT,3310.8,2164.2,3302.4,2148.4,3319.2,2180.0,16.7,31.6
OUT,PORT,4650.8,2164.2,4642.4,2148.4,4659.2,2180.0,16.7,31.6
OCB008800E,OCB_BLOCK,1027.1,2165.3,950.0,2151.4,1104.2,2179.3,154.2,27.9
OCB008801E,OCB_BLOCK,2047.1,2165.3,1970.0,2151.4,2124.2,2179.3,154.2,27.9
OCB0088032,OCB_BLOCK,3405.7,2165.3,3330.0,2151.4,3481.4,2179.3,151.4,27.9
OCB0088047,OCB_BLOCK,4745.7,2165.3,4670.0,2151.4,4821.4,2179.3,151.4,27.9
DESC: No,OTHER,3752.4,2183.5,3689.0,2168.1,3815.7,2198.8,126.7,30.7
D03-511-01,REF_SIGNAL,499.0,2188.3,433.0,2174.4,565.0,2202.3,132.0,27.9
D03-511-07,REF_SIGNAL,2859.0,2188.3,2793.0,2174.4,2925.0,2202.3,132.0,27.9
IN1,SIGNAL,1755.7,2190.8,1744.0,2182.4,1767.3,2199.2,23.3,16.7
OUT,PORT,1839.8,2190.8,1824.0,2182.4,1855.6,2199.2,31.6,16.7
3/511,SHEET_REF,1544.4,2192.5,1510.0,2177.1,1578.8,2207.8,68.8,30.7
N,BLOCK_TYPE,1801.3,2193.2,1790.0,2175.7,1812.6,2210.6,22.6,34.9
NOT:060,OTHER,1804.5,2194.5,1795.5,2185.5,1813.5,2203.5,18.0,18.0
(D03-511-05),OTHER,1190.8,2195.5,1109.0,2180.1,1272.5,2210.8,163.5,30.7
Description Defined,OTHER,2468.9,2199.5,2349.0,2184.1,2588.9,2214.8,239.9,30.7
D03-511-10,REF_SIGNAL,4199.0,2208.3,4133.0,2194.4,4265.0,2222.3,132.0,27.9
Description Defined,OTHER,3808.9,2219.5,3689.0,2204.1,3928.9,2234.8,239.9,30.7
IN1,SIGNAL,795.7,2230.8,784.0,2222.4,807.3,2239.2,23.3,16.7
OUT,PORT,879.8,2230.8,864.0,2222.4,895.6,2239.2,31.6,16.7
IN1,SIGNAL,1055.7,2230.8,1044.0,2222.4,1067.3,2239.2,23.3,16.7
IN1,SIGNAL,2115.7,2230.8,2104.0,2222.4,2127.3,2239.2,23.3,16.7
IN1,SIGNAL,3175.7,2230.8,3164.0,2222.4,3187.3,2239.2,23.3,16.7
OUT,PORT,3259.8,2230.8,3244.0,2222.4,3275.6,2239.2,31.6,16.7
IN1,SIGNAL,3435.7,2230.8,3424.0,2222.4,3447.3,2239.2,23.3,16.7
IN1,SIGNAL,4695.7,2230.8,4684.0,2222.4,4707.3,2239.2,23.3,16.7
OUT,PORT,4779.8,2230.8,4764.0,2222.4,4795.6,2239.2,31.6,16.7
IN1,SIGNAL,4875.7,2230.8,4864.0,2222.4,4887.3,2239.2,23.3,16.7
3/511,SHEET_REF,424.4,2232.5,390.0,2217.1,458.8,2247.8,68.8,30.7
3/511,SHEET_REF,2784.4,2232.5,2750.0,2217.1,2818.8,2247.8,68.8,30.7
N,BLOCK_TYPE,841.3,2233.2,830.0,2215.7,852.6,2250.6,22.6,34.9
N,BLOCK_TYPE,3221.3,2233.2,3210.0,2215.7,3232.6,2250.6,22.6,34.9
N,BLOCK_TYPE,4741.3,2233.2,4730.0,2215.7,4752.6,2250.6,22.6,34.9
NOT:028,OTHER,844.5,2234.5,835.5,2225.5,853.5,2243.5,18.0,18.0
NOT:041,OTHER,3224.5,2234.5,3215.5,2225.5,3233.5,2243.5,18.0,18.0
NOT:058,OTHER,4744.5,2234.5,4735.5,2225.5,4753.5,2243.5,18.0,18.0
(D03-511-07),OTHER,2430.8,2235.5,2349.0,2220.1,2512.5,2250.8,163.5,30.7
3/511,SHEET_REF,4124.4,2252.5,4090.0,2237.1,4158.8,2267.8,68.8,30.7
(D03-511-10),OTHER,3770.8,2255.5,3689.0,2240.1,3852.5,2270.8,163.5,30.7
OUT,PORT,1179.8,2270.8,1164.0,2262.4,1195.6,2279.2,31.6,16.7
IN3,SIGNAL,2113.7,2270.8,2102.0,2262.4,2125.3,2279.2,23.3,16.7
OUT,PORT,2239.8,2270.8,2224.0,2262.4,2255.6,2279.2,31.6,16.7
OUT,PORT,3559.8,2270.8,3544.0,2262.4,3575.6,2279.2,31.6,16.7
OUT,PORT,4999.8,2270.8,4984.0,2262.4,5015.6,2279.2,31.6,16.7
AND,BLOCK_TYPE,1118.4,2274.3,1092.0,2260.4,1144.8,2288.3,52.8,27.9
AND,BLOCK_TYPE,2178.4,2274.3,2152.0,2260.4,2204.8,2288.3,52.8,27.9
AND,BLOCK_TYPE,3498.4,2274.3,3472.0,2260.4,3524.8,2288.3,52.8,27.9
AND,BLOCK_TYPE,4938.4,2274.3,4912.0,2260.4,4964.7,2288.3,52.7,27.9
AND:027,OTHER,1124.0,2274.5,1115.0,2265.5,1133.0,2283.5,18.0,18.0
AND:05F,OTHER,2184.0,2274.5,2175.0,2265.5,2193.0,2283.5,18.0,18.0
AND:040,OTHER,3504.0,2274.5,3495.0,2265.5,3513.0,2283.5,18.0,18.0
AND:057,OTHER,4944.0,2274.5,4935.0,2265.5,4953.0,2283.5,18.0,18.0
DESC: No,OTHER,2412.4,2283.5,2349.0,2268.1,2475.7,2298.8,126.7,30.7
DESC: No,OTHER,3752.4,2283.5,3689.0,2268.1,3815.7,2298.8,126.7,30.7
MRE,OTHER,686.7,2290.8,670.0,2282.4,703.3,2299.2,33.3,16.7
MAN,OTHER,840.7,2290.8,824.0,2282.4,857.3,2299.2,33.3,16.7
MRE,OTHER,1706.7,2290.8,1690.0,2282.4,1723.3,2299.2,33.3,16.7
MAN,OTHER,1860.7,2290.8,1844.0,2282.4,1877.3,2299.2,33.3,16.7
MRE,OTHER,3066.7,2290.8,3050.0,2282.4,3083.3,2299.2,33.3,16.7
MAN,OTHER,3220.7,2290.8,3204.0,2282.4,3237.3,2299.2,33.3,16.7
MRE,OTHER,4426.7,2290.8,4410.0,2282.4,4443.3,2299.2,33.3,16.7
MAN,OTHER,4580.7,2290.8,4564.0,2282.4,4597.3,2299.2,33.3,16.7
D03-511-02,REF_SIGNAL,499.0,2308.3,433.0,2294.4,565.0,2322.3,132.0,27.9
D03-511-08,REF_SIGNAL,2859.0,2308.3,2793.0,2294.4,2925.0,2322.3,132.0,27.9
D03-511-11,REF_SIGNAL,4199.0,2308.3,4133.0,2294.4,4265.0,2322.3,132.0,27.9
ARE,OTHER,687.4,2310.8,672.0,2302.4,702.8,2319.2,30.8,16.7
AUTO,OTHER,844.8,2310.8,824.0,2302.4,865.6,2319.2,41.6,16.7
IN2,SIGNAL,1053.7,2310.8,1042.0,2302.4,1065.3,2319.2,23.3,16.7
ARE,OTHER,1707.4,2310.8,1692.0,2302.4,1722.8,2319.2,30.8,16.7
AUTO,OTHER,1864.8,2310.8,1844.0,2302.4,1885.6,2319.2,41.6,16.7
IN2,SIGNAL,2113.7,2310.8,2102.0,2302.4,2125.3,2319.2,23.3,16.7
ARE,OTHER,3067.4,2310.8,3052.0,2302.4,3082.8,2319.2,30.8,16.7
AUTO,OTHER,3224.8,2310.8,3204.0,2302.4,3245.6,2319.2,41.6,16.7
IN2,SIGNAL,3433.7,2310.8,3422.0,2302.4,3445.3,2319.2,23.3,16.7
ARE,OTHER,4427.4,2310.8,4412.0,2302.4,4442.8,2319.2,30.8,16.7
AUTO,OTHER,4584.8,2310.8,4564.0,2302.4,4605.6,2319.2,41.6,16.7
IN2,SIGNAL,4873.7,2310.8,4862.0,2302.4,4885.3,2319.2,23.3,16.7
M/A,OTHER,769.8,2314.1,752.0,2302.9,787.5,2325.2,35.5,22.3
M/A,OTHER,1789.8,2314.1,1772.0,2302.9,1807.5,2325.2,35.5,22.3
M/A,OTHER,3149.8,2314.1,3132.0,2302.9,3167.5,2325.2,35.5,22.3
M/A,OTHER,4509.8,2314.1,4492.0,2302.9,4527.5,2325.2,35.5,22.3
Description Defined,OTHER,2468.9,2319.5,2349.0,2304.1,2588.9,2334.8,239.9,30.7
Description Defined,OTHER,3808.9,2319.5,3689.0,2304.1,3928.9,2334.8,239.9,30.7
MAMODE:018,OTHER,774.5,2324.5,765.5,2315.5,783.5,2333.5,18.0,18.0
MAMODE:059,OTHER,1794.5,2324.5,1785.5,2315.5,1803.5,2333.5,18.0,18.0
MAMODE:03A,OTHER,3154.5,2324.5,3145.5,2315.5,3163.5,2333.5,18.0,18.0
MAMODE:048,OTHER,4514.5,2324.5,4505.5,2315.5,4523.5,2333.5,18.0,18.0
RAI,OTHER,692.5,2330.8,680.0,2322.4,705.0,2339.2,25.0,16.7
RAI,OTHER,1712.5,2330.8,1700.0,2322.4,1725.0,2339.2,25.0,16.7
RAI,OTHER,3072.5,2330.8,3060.0,2322.4,3085.0,2339.2,25.0,16.7
RAI,OTHER,4432.5,2330.8,4420.0,2322.4,4445.0,2339.2,25.0,16.7
MODE,OTHER,770.0,2339.1,740.0,2327.9,800.0,2350.2,60.0,22.3
MODE,OTHER,1790.0,2339.1,1760.0,2327.9,1820.0,2350.2,60.0,22.3
MODE,OTHER,3150.0,2339.1,3120.0,2327.9,3180.0,2350.2,60.0,22.3
MODE,OTHER,4510.0,2339.1,4480.0,2327.9,4540.0,2350.2,60.0,22.3
LWI,OTHER,692.3,2350.8,679.0,2342.4,705.6,2359.2,26.6,16.7
MODE,OTHER,846.5,2350.8,824.0,2342.4,869.0,2359.2,45.0,16.7
LWI,OTHER,1712.3,2350.8,1699.0,2342.4,1725.6,2359.2,26.6,16.7
MODE,OTHER,1866.5,2350.8,1844.0,2342.4,1889.0,2359.2,45.0,16.7
LWI,OTHER,3072.3,2350.8,3059.0,2342.4,3085.6,2359.2,26.6,16.7
MODE,OTHER,3226.5,2350.8,3204.0,2342.4,3249.0,2359.2,45.0,16.7
LWI,OTHER,4432.3,2350.8,4419.0,2342.4,4445.6,2359.2,26.6,16.7
MODE,OTHER,4586.5,2350.8,4564.0,2342.4,4609.0,2359.2,45.0,16.7
3/511,SHEET_REF,424.4,2352.5,390.0,2337.1,458.8,2367.8,68.8,30.7
3/511,SHEET_REF,2784.4,2352.5,2750.0,2337.1,2818.8,2367.8,68.8,30.7
3/511,SHEET_REF,4124.4,2352.5,4090.0,2337.1,4158.8,2367.8,68.8,30.7
(D03-511-08),OTHER,2430.8,2355.5,2349.0,2340.1,2512.5,2370.8,163.5,30.7
(D03-511-11),OTHER,3770.8,2355.5,3689.0,2340.1,3852.5,2370.8,163.5,30.7
PP252001-CAS,OTHER,1168.2,2391.3,1080.0,2377.4,1256.4,2405.3,176.4,27.9
PP252003-CAS,OTHER,3548.2,2391.3,3460.0,2377.4,3636.4,2405.3,176.4,27.9
PP252004-CAS,OTHER,4988.2,2411.3,4900.0,2397.4,5076.4,2425.3,176.4,27.9
IN1,SIGNAL,930.8,2412.3,922.4,2400.7,939.2,2424.0,16.7,23.3
IN1,SIGNAL,1950.8,2412.3,1942.4,2400.7,1959.2,2424.0,16.7,23.3
IN1,SIGNAL,3310.8,2412.3,3302.4,2400.7,3319.2,2424.0,16.7,23.3
IN1,SIGNAL,4650.8,2412.3,4642.4,2400.7,4659.2,2424.0,16.7,23.3
MODE,OTHER,987.2,2420.4,965.4,2398.6,1009.0,2442.2,43.6,43.6
MODE,OTHER,2007.2,2420.4,1985.4,2398.6,2029.0,2442.2,43.6,43.6
MODE,OTHER,3367.2,2420.4,3345.4,2398.6,3389.0,2442.2,43.6,43.6
MODE,OTHER,4707.2,2420.4,4685.4,2398.6,4729.0,2442.2,43.6,43.6
T,BLOCK_TYPE,940.4,2472.0,929.0,2451.1,951.9,2492.9,22.9,41.9
A,PORT,1019.5,2472.0,1007.0,2451.1,1032.0,2492.9,25.0,41.9
I,OTHER,1102.2,2472.0,1097.0,2451.1,1107.4,2492.9,10.4,41.9
T,BLOCK_TYPE,1960.4,2472.0,1949.0,2451.1,1971.9,2492.9,22.9,41.9
A,PORT,2039.5,2472.0,2027.0,2451.1,2052.0,2492.9,25.0,41.9
I,OTHER,2122.2,2472.0,2117.0,2451.1,2127.4,2492.9,10.4,41.9
T,BLOCK_TYPE,3320.4,2472.0,3309.0,2451.1,3331.9,2492.9,22.9,41.9
A,PORT,3399.5,2472.0,3387.0,2451.1,3412.0,2492.9,25.0,41.9
I,OTHER,3482.2,2472.0,3477.0,2451.1,3487.4,2492.9,10.4,41.9
T,BLOCK_TYPE,4660.4,2472.0,4649.0,2451.1,4671.9,2492.9,22.9,41.9
A,PORT,4739.5,2472.0,4727.0,2451.1,4752.0,2492.9,25.0,41.9
I,OTHER,4822.2,2472.0,4817.0,2451.1,4827.4,2492.9,10.4,41.9
"Algorithm point			ALG-011300C

Narrow Band Percent Change			4
Seconds for Full Scale			25
Output Maximum Limit			100
Output Minimum Limit			0
First Pass Mode			MANUAL
Interface Card Type			SOFT
Electric Drive				NO
PCI  Card Number				1
Card Hardware Address			0
Redundant RVP Card				NO
Redundant RVP Hardware Address		0
RLI Priority				YES
Priority Raise Rate			2.5
Priority Raise Target			100
Priority Lower Rate			2.5
Priority Lower Target			0
Quality reject type			BAD
Configuration type			NORMAL
Track Ramp Rate(Units/Sec)		2.5
Input Gain					1
Input Bias					0
Bias bar Top of Scale			0
Bias Bar Bottom of Scale			0
Manual Reject Time				5",OTHER,1024.5,2493.5,1015.5,2484.5,1033.5,2502.5,18.0,18.0
"Algorithm point			ALG-0113020

Narrow Band Percent Change			4
Seconds for Full Scale			25
Output Maximum Limit			100
Output Minimum Limit			0
First Pass Mode			MANUAL
Interface Card Type			SOFT
Electric Drive				NO
PCI  Card Number				1
Card Hardware Address			0
Redundant RVP Card				NO
Redundant RVP Hardware Address		0
RLI Priority				YES
Priority Raise Rate			2.5
Priority Raise Target			100
Priority Lower Rate			2.5
Priority Lower Target			0
Quality reject type			BAD
Configuration type			NORMAL
Track Ramp Rate(Units/Sec)		2.5
Input Gain					1
Input Bias					0
Bias bar Top of Scale			0
Bias Bar Bottom of Scale			0
Manual Reject Time				5",OTHER,2044.5,2493.5,2035.5,2484.5,2053.5,2502.5,18.0,18.0
"Algorithm point			ALG-0113034

Narrow Band Percent Change			4
Seconds for Full Scale			25
Output Maximum Limit			100
Output Minimum Limit			0
First Pass Mode			MANUAL
Interface Card Type			SOFT
Electric Drive				NO
PCI  Card Number				1
Card Hardware Address			0
Redundant RVP Card				NO
Redundant RVP Hardware Address		0
RLI Priority				YES
Priority Raise Rate			2.5
Priority Raise Target			100
Priority Lower Rate			2.5
Priority Lower Target			0
Quality reject type			BAD
Configuration type			NORMAL
Track Ramp Rate(Units/Sec)		2.5
Input Gain					1
Input Bias					0
Bias bar Top of Scale			0
Bias Bar Bottom of Scale			0
Manual Reject Time				5",OTHER,3404.5,2493.5,3395.5,2484.5,3413.5,2502.5,18.0,18.0
"Algorithm point			ALG-0113049

Narrow Band Percent Change			4
Seconds for Full Scale			25
Output Maximum Limit			100
Output Minimum Limit			0
First Pass Mode			MANUAL
Interface Card Type			SOFT
Electric Drive				NO
PCI  Card Number				1
Card Hardware Address			0
Redundant RVP Card				NO
Redundant RVP Hardware Address		0
RLI Priority				YES
Priority Raise Rate			2.5
Priority Raise Target			100
Priority Lower Rate			2.5
Priority Lower Target			0
Quality reject type			BAD
Configuration type			NORMAL
Track Ramp Rate(Units/Sec)		2.5
Input Gain					1
Input Bias					0
Bias bar Top of Scale			0
Bias Bar Bottom of Scale			0
Manual Reject Time				5",OTHER,4744.5,2493.5,4735.5,2484.5,4753.5,2502.5,18.0,18.0
OUT,PORT,930.8,2544.2,922.4,2528.4,939.2,2560.0,16.7,31.6
OUT,PORT,1950.8,2544.2,1942.4,2528.4,1959.2,2560.0,16.7,31.6
OUT,PORT,3310.8,2544.2,3302.4,2528.4,3319.2,2560.0,16.7,31.6
OUT,PORT,4650.8,2544.2,4642.4,2528.4,4659.2,2560.0,16.7,31.6
