type,x1,y1,x2,y2,color,width
line,4840.0,1024.0,4836.0,1040.0,"(0.0, 0.0, 0.0)",3.0
line,4920.0,1050.0,4840.0,1050.0,"(0.0, 0.0, 0.0)",3.0
line,4840.0,1050.0,4840.0,1020.0,"(0.0, 0.0, 0.0)",3.0
line,4835.0,1040.0,4844.0,1040.0,"(0.0, 0.0, 0.0)",3.0
line,4840.0,1026.0,4838.0,1039.0,"(0.0, 0.0, 0.0)",3.0
line,4838.0,1039.0,4842.0,1039.0,"(0.0, 0.0, 0.0)",3.0
line,4842.0,1039.0,4840.0,1028.0,"(0.0, 0.0, 0.0)",3.0
line,4836.0,1039.0,4843.0,1039.0,"(0.0, 0.0, 0.0)",3.0
line,4320.0,1100.0,4340.0,1100.0,"(0.0, 0.0, 0.0)",3.0
line,4340.0,1100.0,4329.0,1096.0,"(0.0, 0.0, 0.0)",3.0
line,4329.0,1096.0,4329.0,1104.0,"(0.0, 0.0, 0.0)",3.0
line,4329.0,1104.0,4340.0,1100.0,"(0.0, 0.0, 0.0)",3.0
line,4420.0,1140.0,4440.0,1140.0,"(0.0, 0.0, 0.0)",3.0
line,4440.0,1140.0,4600.0,1140.0,"(0.0, 0.0, 0.0)",3.0
line,4600.0,1140.0,4640.0,1180.0,"(0.0, 0.0, 0.0)",3.0
line,4320.0,1180.0,4340.0,1180.0,"(0.0, 0.0, 0.0)",3.0
line,4340.0,1180.0,4329.0,1176.0,"(0.0, 0.0, 0.0)",3.0
line,4329.0,1176.0,4329.0,1184.0,"(0.0, 0.0, 0.0)",3.0
line,4329.0,1184.0,4340.0,1180.0,"(0.0, 0.0, 0.0)",3.0
line,4320.0,1140.0,4340.0,1140.0,"(0.0, 0.0, 0.0)",3.0
line,4340.0,1140.0,4329.0,1136.0,"(0.0, 0.0, 0.0)",3.0
line,4329.0,1136.0,4329.0,1144.0,"(0.0, 0.0, 0.0)",3.0
line,4329.0,1144.0,4340.0,1140.0,"(0.0, 0.0, 0.0)",3.0
line,4340.0,1080.0,4340.0,1200.0,"(0.0, 0.0, 0.0)",3.0
line,4640.0,1180.0,4660.0,1200.0,"(0.0, 0.0, 0.0)",3.0
line,4660.0,1200.0,4655.0,1189.0,"(0.0, 0.0, 0.0)",3.0
line,4655.0,1189.0,4649.0,1195.0,"(0.0, 0.0, 0.0)",3.0
line,4649.0,1195.0,4660.0,1200.0,"(0.0, 0.0, 0.0)",3.0
line,4620.0,1220.0,4640.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,4640.0,1220.0,4629.0,1216.0,"(0.0, 0.0, 0.0)",3.0
line,4629.0,1216.0,4629.0,1224.0,"(0.0, 0.0, 0.0)",3.0
line,4629.0,1224.0,4640.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1160.0,4680.0,1180.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1180.0,4684.0,1169.0,"(0.0, 0.0, 0.0)",3.0
line,4684.0,1169.0,4676.0,1169.0,"(0.0, 0.0, 0.0)",3.0
line,4676.0,1169.0,4680.0,1180.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1260.0,4680.0,1280.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1280.0,4680.0,1460.0,"(0.0, 0.0, 0.0)",3.0
line,4720.0,1220.0,4680.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1260.0,4640.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,4640.0,1220.0,4680.0,1180.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1180.0,4720.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,540.0,1260.0,560.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,560.0,1260.0,900.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,540.0,1260.0,500.0,1300.0,"(0.0, 0.0, 0.0)",3.0
line,500.0,1300.0,460.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,460.0,1260.0,500.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,500.0,1220.0,540.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,920.0,1220.0,940.0,1240.0,"(0.0, 0.0, 0.0)",3.0
line,940.0,1240.0,935.0,1229.0,"(0.0, 0.0, 0.0)",3.0
line,935.0,1229.0,929.0,1235.0,"(0.0, 0.0, 0.0)",3.0
line,929.0,1235.0,940.0,1240.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1200.0,960.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1220.0,964.0,1209.0,"(0.0, 0.0, 0.0)",3.0
line,964.0,1209.0,956.0,1209.0,"(0.0, 0.0, 0.0)",3.0
line,956.0,1209.0,960.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,900.0,1260.0,920.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,920.0,1260.0,909.0,1256.0,"(0.0, 0.0, 0.0)",3.0
line,909.0,1256.0,909.0,1264.0,"(0.0, 0.0, 0.0)",3.0
line,909.0,1264.0,920.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1300.0,960.0,1320.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1320.0,960.0,1480.0,"(0.0, 0.0, 0.0)",3.0
line,1000.0,1260.0,960.0,1300.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1300.0,920.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,920.0,1260.0,960.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1220.0,1000.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,920.0,1500.0,940.0,1520.0,"(0.0, 0.0, 0.0)",3.0
line,940.0,1520.0,935.0,1509.0,"(0.0, 0.0, 0.0)",3.0
line,935.0,1509.0,929.0,1515.0,"(0.0, 0.0, 0.0)",3.0
line,929.0,1515.0,940.0,1520.0,"(0.0, 0.0, 0.0)",3.0
line,900.0,1540.0,920.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,920.0,1540.0,909.0,1536.0,"(0.0, 0.0, 0.0)",3.0
line,909.0,1536.0,909.0,1544.0,"(0.0, 0.0, 0.0)",3.0
line,909.0,1544.0,920.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1480.0,960.0,1500.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1500.0,964.0,1489.0,"(0.0, 0.0, 0.0)",3.0
line,964.0,1489.0,956.0,1489.0,"(0.0, 0.0, 0.0)",3.0
line,956.0,1489.0,960.0,1500.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1580.0,960.0,1600.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1600.0,960.0,1680.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1680.0,960.0,1780.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1680.0,800.0,1680.0,"(0.0, 0.0, 0.0)",3.0
line,800.0,1680.0,800.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,800.0,1540.0,900.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,1000.0,1540.0,960.0,1580.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1580.0,920.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,920.0,1540.0,960.0,1500.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1500.0,1000.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,1580.0,1260.0,1600.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,1600.0,1260.0,1920.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,1580.0,1260.0,1540.0,1300.0,"(0.0, 0.0, 0.0)",3.0
line,1540.0,1300.0,1500.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,1500.0,1260.0,1540.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,1540.0,1220.0,1580.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,1940.0,1220.0,1960.0,1240.0,"(0.0, 0.0, 0.0)",3.0
line,1960.0,1240.0,1955.0,1229.0,"(0.0, 0.0, 0.0)",3.0
line,1955.0,1229.0,1949.0,1235.0,"(0.0, 0.0, 0.0)",3.0
line,1949.0,1235.0,1960.0,1240.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1200.0,1980.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1220.0,1984.0,1209.0,"(0.0, 0.0, 0.0)",3.0
line,1984.0,1209.0,1976.0,1209.0,"(0.0, 0.0, 0.0)",3.0
line,1976.0,1209.0,1980.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,1920.0,1260.0,1940.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,1940.0,1260.0,1929.0,1256.0,"(0.0, 0.0, 0.0)",3.0
line,1929.0,1256.0,1929.0,1264.0,"(0.0, 0.0, 0.0)",3.0
line,1929.0,1264.0,1940.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1300.0,1980.0,1320.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1320.0,1980.0,1480.0,"(0.0, 0.0, 0.0)",3.0
line,2020.0,1260.0,1980.0,1300.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1300.0,1940.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,1940.0,1260.0,1980.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1220.0,2020.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,1940.0,1500.0,1960.0,1520.0,"(0.0, 0.0, 0.0)",3.0
line,1960.0,1520.0,1955.0,1509.0,"(0.0, 0.0, 0.0)",3.0
line,1955.0,1509.0,1949.0,1515.0,"(0.0, 0.0, 0.0)",3.0
line,1949.0,1515.0,1960.0,1520.0,"(0.0, 0.0, 0.0)",3.0
line,1920.0,1540.0,1940.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,1940.0,1540.0,1929.0,1536.0,"(0.0, 0.0, 0.0)",3.0
line,1929.0,1536.0,1929.0,1544.0,"(0.0, 0.0, 0.0)",3.0
line,1929.0,1544.0,1940.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1480.0,1980.0,1500.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1500.0,1984.0,1489.0,"(0.0, 0.0, 0.0)",3.0
line,1984.0,1489.0,1976.0,1489.0,"(0.0, 0.0, 0.0)",3.0
line,1976.0,1489.0,1980.0,1500.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1580.0,1980.0,1600.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1600.0,1980.0,1660.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1660.0,1980.0,1780.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1660.0,1840.0,1660.0,"(0.0, 0.0, 0.0)",3.0
line,1840.0,1660.0,1840.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,1840.0,1540.0,1920.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,2020.0,1540.0,1980.0,1580.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1580.0,1940.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,1940.0,1540.0,1980.0,1500.0,"(0.0, 0.0, 0.0)",3.0
line,1980.0,1500.0,2020.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,2600.0,1260.0,2620.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,2620.0,1260.0,3280.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,2600.0,1260.0,2560.0,1300.0,"(0.0, 0.0, 0.0)",3.0
line,2560.0,1300.0,2520.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,2520.0,1260.0,2560.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,2560.0,1220.0,2600.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,3300.0,1220.0,3320.0,1240.0,"(0.0, 0.0, 0.0)",3.0
line,3320.0,1240.0,3315.0,1229.0,"(0.0, 0.0, 0.0)",3.0
line,3315.0,1229.0,3309.0,1235.0,"(0.0, 0.0, 0.0)",3.0
line,3309.0,1235.0,3320.0,1240.0,"(0.0, 0.0, 0.0)",3.0
line,3280.0,1260.0,3300.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,3300.0,1260.0,3289.0,1256.0,"(0.0, 0.0, 0.0)",3.0
line,3289.0,1256.0,3289.0,1264.0,"(0.0, 0.0, 0.0)",3.0
line,3289.0,1264.0,3300.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1200.0,3340.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1220.0,3344.0,1209.0,"(0.0, 0.0, 0.0)",3.0
line,3344.0,1209.0,3336.0,1209.0,"(0.0, 0.0, 0.0)",3.0
line,3336.0,1209.0,3340.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1300.0,3340.0,1320.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1320.0,3340.0,1480.0,"(0.0, 0.0, 0.0)",3.0
line,3380.0,1260.0,3340.0,1300.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1300.0,3300.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,3300.0,1260.0,3340.0,1220.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1220.0,3380.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,3300.0,1500.0,3320.0,1520.0,"(0.0, 0.0, 0.0)",3.0
line,3320.0,1520.0,3315.0,1509.0,"(0.0, 0.0, 0.0)",3.0
line,3315.0,1509.0,3309.0,1515.0,"(0.0, 0.0, 0.0)",3.0
line,3309.0,1515.0,3320.0,1520.0,"(0.0, 0.0, 0.0)",3.0
line,3280.0,1540.0,3300.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,3300.0,1540.0,3289.0,1536.0,"(0.0, 0.0, 0.0)",3.0
line,3289.0,1536.0,3289.0,1544.0,"(0.0, 0.0, 0.0)",3.0
line,3289.0,1544.0,3300.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1480.0,3340.0,1500.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1500.0,3344.0,1489.0,"(0.0, 0.0, 0.0)",3.0
line,3344.0,1489.0,3336.0,1489.0,"(0.0, 0.0, 0.0)",3.0
line,3336.0,1489.0,3340.0,1500.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1580.0,3340.0,1600.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1600.0,3340.0,1660.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1660.0,3340.0,1780.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1660.0,3180.0,1660.0,"(0.0, 0.0, 0.0)",3.0
line,3180.0,1660.0,3180.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,3180.0,1540.0,3280.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,3380.0,1540.0,3340.0,1580.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1580.0,3300.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,3300.0,1540.0,3340.0,1500.0,"(0.0, 0.0, 0.0)",3.0
line,3340.0,1500.0,3380.0,1540.0,"(0.0, 0.0, 0.0)",3.0
line,4420.0,1340.0,4440.0,1340.0,"(0.0, 0.0, 0.0)",3.0
line,4440.0,1340.0,4429.0,1336.0,"(0.0, 0.0, 0.0)",3.0
line,4429.0,1336.0,4429.0,1344.0,"(0.0, 0.0, 0.0)",3.0
line,4429.0,1344.0,4440.0,1340.0,"(0.0, 0.0, 0.0)",3.0
line,4520.0,1380.0,4540.0,1380.0,"(0.0, 0.0, 0.0)",3.0
line,4540.0,1380.0,4580.0,1380.0,"(0.0, 0.0, 0.0)",3.0
line,4580.0,1380.0,4640.0,1480.0,"(0.0, 0.0, 0.0)",3.0
line,4420.0,1420.0,4440.0,1420.0,"(0.0, 0.0, 0.0)",3.0
line,4440.0,1420.0,4429.0,1416.0,"(0.0, 0.0, 0.0)",3.0
line,4429.0,1416.0,4429.0,1424.0,"(0.0, 0.0, 0.0)",3.0
line,4429.0,1424.0,4440.0,1420.0,"(0.0, 0.0, 0.0)",3.0
line,4440.0,1320.0,4440.0,1440.0,"(0.0, 0.0, 0.0)",3.0
line,4640.0,1480.0,4660.0,1500.0,"(0.0, 0.0, 0.0)",3.0
line,4660.0,1500.0,4655.0,1489.0,"(0.0, 0.0, 0.0)",3.0
line,4655.0,1489.0,4649.0,1495.0,"(0.0, 0.0, 0.0)",3.0
line,4649.0,1495.0,4660.0,1500.0,"(0.0, 0.0, 0.0)",3.0
line,4620.0,1520.0,4640.0,1520.0,"(0.0, 0.0, 0.0)",3.0
line,4640.0,1520.0,4629.0,1516.0,"(0.0, 0.0, 0.0)",3.0
line,4629.0,1516.0,4629.0,1524.0,"(0.0, 0.0, 0.0)",3.0
line,4629.0,1524.0,4640.0,1520.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1460.0,4680.0,1480.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1480.0,4684.0,1469.0,"(0.0, 0.0, 0.0)",3.0
line,4684.0,1469.0,4676.0,1469.0,"(0.0, 0.0, 0.0)",3.0
line,4676.0,1469.0,4680.0,1480.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1560.0,4680.0,1580.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1580.0,4680.0,1740.0,"(0.0, 0.0, 0.0)",3.0
line,4720.0,1520.0,4680.0,1560.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1560.0,4640.0,1520.0,"(0.0, 0.0, 0.0)",3.0
line,4640.0,1520.0,4680.0,1480.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1480.0,4720.0,1520.0,"(0.0, 0.0, 0.0)",3.0
line,5020.0,1240.0,5020.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,5020.0,1260.0,5024.0,1249.0,"(0.0, 0.0, 0.0)",3.0
line,5024.0,1249.0,5016.0,1249.0,"(0.0, 0.0, 0.0)",3.0
line,5016.0,1249.0,5020.0,1260.0,"(0.0, 0.0, 0.0)",3.0
line,5020.0,1300.0,5020.0,1320.0,"(0.0, 0.0, 0.0)",3.0
line,5020.0,1320.0,5020.0,1680.0,"(0.0, 0.0, 0.0)",3.0
line,5020.0,1680.0,4580.0,1680.0,"(0.0, 0.0, 0.0)",3.0
line,4580.0,1680.0,4640.0,1760.0,"(0.0, 0.0, 0.0)",3.0
line,5028.0,1260.0,5008.0,1300.0,"(0.0, 0.0, 0.0)",3.0
line,5032.0,1260.0,5012.0,1300.0,"(0.0, 0.0, 0.0)",3.0
line,4640.0,1760.0,4660.0,1780.0,"(0.0, 0.0, 0.0)",3.0
line,4660.0,1780.0,4655.0,1769.0,"(0.0, 0.0, 0.0)",3.0
line,4655.0,1769.0,4649.0,1775.0,"(0.0, 0.0, 0.0)",3.0
line,4649.0,1775.0,4660.0,1780.0,"(0.0, 0.0, 0.0)",3.0
line,4620.0,1800.0,4640.0,1800.0,"(0.0, 0.0, 0.0)",3.0
line,4640.0,1800.0,4629.0,1796.0,"(0.0, 0.0, 0.0)",3.0
line,4629.0,1796.0,4629.0,1804.0,"(0.0, 0.0, 0.0)",3.0
line,4629.0,1804.0,4640.0,1800.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1740.0,4680.0,1760.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1760.0,4684.0,1749.0,"(0.0, 0.0, 0.0)",3.0
line,4684.0,1749.0,4676.0,1749.0,"(0.0, 0.0, 0.0)",3.0
line,4676.0,1749.0,4680.0,1760.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1840.0,4680.0,1860.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1860.0,4680.0,1920.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1920.0,4680.0,2000.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1920.0,4500.0,1920.0,"(0.0, 0.0, 0.0)",3.0
line,4500.0,1920.0,4500.0,1800.0,"(0.0, 0.0, 0.0)",3.0
line,4500.0,1800.0,4620.0,1800.0,"(0.0, 0.0, 0.0)",3.0
line,4720.0,1800.0,4680.0,1840.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1840.0,4640.0,1800.0,"(0.0, 0.0, 0.0)",3.0
line,4640.0,1800.0,4680.0,1760.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,1760.0,4720.0,1800.0,"(0.0, 0.0, 0.0)",3.0
line,4640.0,2000.0,4640.0,2020.0,"(0.0, 0.0, 0.0)",3.0
line,4640.0,2020.0,4644.0,2009.0,"(0.0, 0.0, 0.0)",3.0
line,4644.0,2009.0,4636.0,2009.0,"(0.0, 0.0, 0.0)",3.0
line,4636.0,2009.0,4640.0,2020.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,2000.0,4680.0,2020.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,2020.0,4684.0,2009.0,"(0.0, 0.0, 0.0)",3.0
line,4684.0,2009.0,4676.0,2009.0,"(0.0, 0.0, 0.0)",3.0
line,4676.0,2009.0,4680.0,2020.0,"(0.0, 0.0, 0.0)",3.0
line,4660.0,2140.0,4660.0,2160.0,"(0.0, 0.0, 0.0)",3.0
line,4660.0,2160.0,4660.0,2420.0,"(0.0, 0.0, 0.0)",3.0
line,4640.0,2070.0,4660.0,2030.0,"(0.0, 0.0, 0.0)",3.0
line,4660.0,2030.0,4680.0,2070.0,"(0.0, 0.0, 0.0)",3.0
line,4680.0,2070.0,4640.0,2070.0,"(0.0, 0.0, 0.0)",3.0
line,4610.0,2080.0,4710.0,2080.0,"(0.0, 0.0, 0.0)",3.0
line,4643.0,2080.0,4643.0,2140.0,"(0.0, 0.0, 0.0)",3.0
line,4661.0,2104.0,4659.0,2116.0,"(0.0, 0.0, 0.0)",3.0
line,4677.0,2080.0,4677.0,2140.0,"(0.0, 0.0, 0.0)",3.0
line,4681.0,2111.0,4706.0,2111.0,"(0.0, 0.0, 0.0)",3.0
line,340.0,1720.0,340.0,1780.0,"(0.0, 0.0, 0.0)",3.0
line,340.0,1780.0,340.0,1840.0,"(0.0, 0.0, 0.0)",3.0
line,340.0,1840.0,900.0,1840.0,"(0.0, 0.0, 0.0)",3.0
line,340.0,1640.0,380.0,1680.0,"(0.0, 0.0, 0.0)",3.0
line,380.0,1680.0,340.0,1720.0,"(0.0, 0.0, 0.0)",3.0
line,340.0,1720.0,300.0,1680.0,"(0.0, 0.0, 0.0)",3.0
line,300.0,1680.0,340.0,1640.0,"(0.0, 0.0, 0.0)",3.0
line,260.0,1738.0,262.0,1738.0,"(0.0, 0.0, 0.0)",3.0
line,262.0,1738.0,260.0,1732.0,"(0.0, 0.0, 0.0)",3.0
line,260.0,1732.0,260.0,1738.0,"(0.0, 0.0, 0.0)",3.0
line,256.0,1740.0,260.0,1720.0,"(0.0, 0.0, 0.0)",3.0
line,260.0,1720.0,264.0,1740.0,"(0.0, 0.0, 0.0)",3.0
line,264.0,1740.0,260.0,1724.0,"(0.0, 0.0, 0.0)",3.0
line,260.0,1724.0,256.0,1740.0,"(0.0, 0.0, 0.0)",3.0
line,340.0,1750.0,260.0,1750.0,"(0.0, 0.0, 0.0)",3.0
line,260.0,1750.0,260.0,1720.0,"(0.0, 0.0, 0.0)",3.0
line,255.0,1740.0,264.0,1740.0,"(0.0, 0.0, 0.0)",3.0
line,260.0,1726.0,258.0,1739.0,"(0.0, 0.0, 0.0)",3.0
line,258.0,1739.0,262.0,1739.0,"(0.0, 0.0, 0.0)",3.0
line,262.0,1739.0,260.0,1728.0,"(0.0, 0.0, 0.0)",3.0
line,256.0,1739.0,263.0,1739.0,"(0.0, 0.0, 0.0)",3.0
line,920.0,1800.0,940.0,1820.0,"(0.0, 0.0, 0.0)",3.0
line,940.0,1820.0,935.0,1809.0,"(0.0, 0.0, 0.0)",3.0
line,935.0,1809.0,929.0,1815.0,"(0.0, 0.0, 0.0)",3.0
line,929.0,1815.0,940.0,1820.0,"(0.0, 0.0, 0.0)",3.0
line,900.0,1840.0,920.0,1840.0,"(0.0, 0.0, 0.0)",3.0
line,920.0,1840.0,909.0,1836.0,"(0.0, 0.0, 0.0)",3.0
line,909.0,1836.0,909.0,1844.0,"(0.0, 0.0, 0.0)",3.0
line,909.0,1844.0,920.0,1840.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1780.0,960.0,1800.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1800.0,964.0,1789.0,"(0.0, 0.0, 0.0)",3.0
line,964.0,1789.0,956.0,1789.0,"(0.0, 0.0, 0.0)",3.0
line,956.0,1789.0,960.0,1800.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1880.0,960.0,1900.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1900.0,960.0,2000.0,"(0.0, 0.0, 0.0)",3.0
line,1000.0,1840.0,960.0,1880.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1880.0,920.0,1840.0,"(0.0, 0.0, 0.0)",3.0
line,920.0,1840.0,960.0,1800.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,1800.0,1000.0,1840.0,"(0.0, 0.0, 0.0)",3.0
line,920.0,2000.0,920.0,2020.0,"(0.0, 0.0, 0.0)",3.0
line,920.0,2020.0,924.0,2009.0,"(0.0, 0.0, 0.0)",3.0
line,924.0,2009.0,916.0,2009.0,"(0.0, 0.0, 0.0)",3.0
line,916.0,2009.0,920.0,2020.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,2000.0,960.0,2020.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,2020.0,964.0,2009.0,"(0.0, 0.0, 0.0)",3.0
line,964.0,2009.0,956.0,2009.0,"(0.0, 0.0, 0.0)",3.0
line,956.0,2009.0,960.0,2020.0,"(0.0, 0.0, 0.0)",3.0
line,940.0,2140.0,940.0,2160.0,"(0.0, 0.0, 0.0)",3.0
line,940.0,2160.0,940.0,2420.0,"(0.0, 0.0, 0.0)",3.0
line,920.0,2070.0,940.0,2030.0,"(0.0, 0.0, 0.0)",3.0
line,940.0,2030.0,960.0,2070.0,"(0.0, 0.0, 0.0)",3.0
line,960.0,2070.0,920.0,2070.0,"(0.0, 0.0, 0.0)",3.0
line,890.0,2080.0,990.0,2080.0,"(0.0, 0.0, 0.0)",3.0
line,923.0,2080.0,923.0,2140.0,"(0.0, 0.0, 0.0)",3.0
line,941.0,2104.0,939.0,2116.0,"(0.0, 0.0, 0.0)",3.0
line,957.0,2080.0,957.0,2140.0,"(0.0, 0.0, 0.0)",3.0
line,961.0,2111.0,986.0,2111.0,"(0.0, 0.0, 0.0)",3.0
line,1500.0,1740.0,1500.0,1800.0,"(0.0, 0.0, 0.0)",3.0
line,1500.0,1800.0,1500.0,1840.0,"(0.0, 0.0, 0.0)",3.0
line,1500.0,1840.0,1920.0,1840.0,"(0.0, 0.0, 0.0)",3.0
line,1500.0,1660.0,1540.0,1700.0,"(0.0, 0.0, 0.0)",3.0
line,1540.0,1700.0,1500.0,1740.0,"(0.0, 0.0, 0.0)",3.0
line,1500.0,1740.0,1460.0,1700.0,"(0.0, 0.0, 0.0)",3.0
line,1460.0,1700.0,1500.0,1660.0,"(0.0, 0.0, 0.0)",3.0
line,1420.0,1758.0,1422.0,1758.0,"(0.0, 0.0, 0.0)",3.0
line,1422.0,1758.0,1420.0,1752.0,"(0.0, 0.0, 0.0)",3.0
line,1420.0,1752.0,1420.0,1758.0,"(0.0, 0.0, 0.0)",3.0
line,1416.0,1760.0,1420.0,1740.0,"(0.0, 0.0, 0.0)",3.0
line,1420.0,1740.0,1424.0,1760.0,"(0.0, 0.0, 0.0)",3.0
